Supervised Model,Unsupervised Model,Hibrid Model,Heterogeneous Model,Heterogeneous sage Model,Heterogeneous attention Model,Spectrogram Baseline,CNN Model,DNN Model,twa,num_n_h,mhg,num_n_a,ta,alpha,tw,msw,msa,mgw,mma
0.9875,0.965625,0.9796875,0.99375,0.0,0.0,0.0,1.0,0.984375,0.1,249.0,dnn,249.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.9875,0.9609375,0.9796875,0.9890625,0.0,0.0,0.0,1.0,0.984375,0.1,249.0,ML,249.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.9875,0.9671875,0.9796875,0.9890625,0.0,0.0,0.0,1.0,0.984375,0.1,249.0,fixed,249.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.9875,0.971875,0.9796875,0.996875,0.0,0.0,0.0,1.0,0.984375,0.1,249.0,mixed,249.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.9671875,0.846875,0.915625,0.98125,0.0,0.0,0.0,1.0,0.98125,0.1,49.0,dnn,49.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.9671875,0.8625,0.915625,0.846875,0.0,0.0,0.0,1.0,0.98125,0.1,49.0,ML,49.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.9671875,0.8578125,0.915625,0.996875,0.0,0.0,0.0,1.0,0.98125,0.1,49.0,fixed,49.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.9671875,0.8390625,0.915625,0.990625,0.0,0.0,0.0,1.0,0.98125,0.1,49.0,mixed,49.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.990625,0.9671875,0.975,0.9984375,0.0,0.0,0.0,1.0,0.990625,0.1,24.0,dnn,249.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.990625,0.9671875,0.975,0.9484375,0.0,0.0,0.0,1.0,0.990625,0.1,24.0,ML,249.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.990625,0.965625,0.975,0.9828125,0.0,0.0,0.0,1.0,0.990625,0.1,24.0,fixed,249.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.990625,0.9609375,0.975,0.5484375,0.0,0.0,0.0,1.0,0.990625,0.1,24.0,mixed,249.0,0.5,1.0,0.5,phon_count,knn,full,fixed
