Supervised Model,Unsupervised Model,Hibrid Model,Heterogeneous Model,Heterogeneous regressor Model,Link prediction,link prediction topk,Heterogeneous sage Model,Heterogeneous attention Model,Spectrogram Baseline,CNN Model,DNN Model,twa,num_n_h,mhg,num_n_a,ta,alpha,tw,msw,msa,mgw,mma,k_out,lambda,density
0.9833333333333333,0.9541666666666667,0.10833333333333334,0.8875,0.9166666666666666,0.135,0.3975,0.0,0.0,0.0,1.0,1.0,0.1,186.0,full_weighted,186.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,0.1,1.0
0.9833333333333333,0.9375,0.10833333333333334,0.8791666666666667,0.9583333333333334,0.16083333333333333,0.4166666666666667,0.0,0.0,0.0,1.0,1.0,0.1,186.0,fixed,186.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,0.1,1.0
0.9916666666666667,0.9625,0.10833333333333334,0.9166666666666666,0.9416666666666667,0.10583333333333333,0.3675,0.0,0.0,0.0,1.0,1.0,0.1,186.0,full_weighted,186.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,0.2,1.0
0.9916666666666667,0.9458333333333333,0.10833333333333334,0.925,0.9583333333333334,0.1225,0.4266666666666667,0.0,0.0,0.0,1.0,1.0,0.1,186.0,fixed,186.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,0.2,1.0
0.9916666666666667,0.9458333333333333,0.10833333333333334,0.8666666666666667,0.9458333333333333,0.145,0.3875,0.0,0.0,0.0,1.0,1.0,0.1,186.0,full_weighted,186.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,0.3,1.0
0.9916666666666667,0.9666666666666667,0.10833333333333334,0.9458333333333333,0.9625,0.1675,0.3616666666666667,0.0,0.0,0.0,1.0,1.0,0.1,186.0,fixed,186.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,0.3,1.0
0.9625,0.9458333333333333,0.10833333333333334,0.9,0.9166666666666666,0.14166666666666666,0.38333333333333336,0.0,0.0,0.0,1.0,1.0,0.1,186.0,full_weighted,186.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,0.4,1.0
0.9625,0.975,0.10833333333333334,0.9416666666666667,0.9625,0.07916666666666666,0.33416666666666667,0.0,0.0,0.0,1.0,1.0,0.1,186.0,fixed,186.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,0.4,1.0
0.9833333333333333,0.9666666666666667,0.10833333333333334,0.925,0.9375,0.2175,0.42083333333333334,0.0,0.0,0.0,1.0,1.0,0.1,186.0,full_weighted,186.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,0.5,1.0
0.9833333333333333,0.9541666666666667,0.10833333333333334,0.9708333333333333,0.9708333333333333,0.1325,0.4191666666666667,0.0,0.0,0.0,1.0,1.0,0.1,186.0,fixed,186.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,0.5,1.0
0.975,0.95,0.10833333333333334,0.9291666666666667,0.9541666666666667,0.0925,0.35333333333333333,0.0,0.0,0.0,1.0,1.0,0.1,186.0,full_weighted,186.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,0.6,1.0
0.975,0.9666666666666667,0.10833333333333334,0.9708333333333333,0.9666666666666667,0.12166666666666667,0.32166666666666666,0.0,0.0,0.0,1.0,1.0,0.1,186.0,fixed,186.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,0.6,1.0
0.9916666666666667,0.9583333333333334,0.10833333333333334,0.9291666666666667,0.9166666666666666,0.15916666666666668,0.41833333333333333,0.0,0.0,0.0,1.0,1.0,0.1,186.0,full_weighted,186.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,0.7,1.0
0.9916666666666667,0.9625,0.10833333333333334,0.9625,0.9625,0.12583333333333332,0.36,0.0,0.0,0.0,1.0,1.0,0.1,186.0,fixed,186.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,0.7,1.0
0.9833333333333333,0.9625,0.10833333333333334,0.9416666666666667,0.9291666666666667,0.12666666666666668,0.4083333333333333,0.0,0.0,0.0,1.0,1.0,0.1,186.0,full_weighted,186.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,0.8,1.0
0.9833333333333333,0.9208333333333333,0.10833333333333334,0.9583333333333334,0.9625,0.1325,0.3408333333333333,0.0,0.0,0.0,1.0,1.0,0.1,186.0,fixed,186.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,0.8,1.0
0.9875,0.975,0.10833333333333334,0.9416666666666667,0.9375,0.1375,0.3825,0.0,0.0,0.0,1.0,1.0,0.1,186.0,full_weighted,186.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,0.9,1.0
0.5125,0.38333333333333336,0.225,0.3125,0.4625,0.11166666666666666,0.37583333333333335,0.0,0.0,0.0,1.0,1.0,0.1,186.0,full_weighted,186.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,1.0,1.0
0.5125,0.45,0.225,0.31666666666666665,0.9041666666666667,0.11583333333333333,0.3283333333333333,0.0,0.0,0.0,1.0,1.0,0.1,186.0,fixed,186.0,0.5,1.0,0.5,phon_art,filter,full,clique,1,1.0,1.0
0.6166666666666667,0.37916666666666665,0.10833333333333334,0.3541666666666667,0.475,0.1425,0.3525,0.0,0.0,0.0,1.0,1.0,0.1,186.0,full_weighted,186.0,0.5,1.0,0.5,phon_count,filter,full,clique,1,1.0,1.0
0.6166666666666667,0.4083333333333333,0.10833333333333334,0.6875,0.9791666666666666,0.0925,0.3525,0.0,0.0,0.0,1.0,1.0,0.1,186.0,fixed,186.0,0.5,1.0,0.5,phon_count,filter,full,clique,1,1.0,1.0
