Supervised Model,Unsupervised Model,Hibrid Model,Heterogeneous Model,Heterogeneous sage Model,Heterogeneous attention Model,Spectrogram Baseline,CNN Model,DNN Model,twa,num_n_h,mhg,num_n_a,ta,alpha,tw,msw,msa,mgw,mma
0.99375,0.9854166666666667,0.99375,0.9854166666666667,0.0,0.0,0.0,1.0,0.9833333333333333,0.1,99.0,dnn,199.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.99375,0.9833333333333333,0.99375,0.90625,0.0,0.0,0.0,1.0,0.9833333333333333,0.1,49.0,dnn,199.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.99375,0.9875,0.99375,0.8875,0.0,0.0,0.0,1.0,0.9833333333333333,0.1,33.0,dnn,199.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.99375,0.9708333333333333,0.99375,0.9895833333333334,0.0,0.0,0.0,1.0,0.9833333333333333,0.1,24.0,dnn,199.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.99375,0.9833333333333333,0.99375,0.9208333333333333,0.0,0.0,0.0,1.0,0.9833333333333333,0.1,19.0,dnn,199.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.99375,0.9958333333333333,0.99375,0.8270833333333333,0.0,0.0,0.0,1.0,0.9833333333333333,0.1,99.0,fixed,199.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.99375,0.9833333333333333,0.99375,0.9875,0.0,0.0,0.0,1.0,0.9833333333333333,0.1,49.0,fixed,199.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.99375,0.98125,0.99375,0.375,0.0,0.0,0.0,1.0,0.9833333333333333,0.1,33.0,fixed,199.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.99375,0.9791666666666666,0.99375,0.9979166666666667,0.0,0.0,0.0,1.0,0.9833333333333333,0.1,24.0,fixed,199.0,0.5,1.0,0.5,phon_count,knn,full,fixed
0.99375,0.9770833333333333,0.99375,0.8145833333333333,0.0,0.0,0.0,1.0,0.9833333333333333,0.1,19.0,fixed,199.0,0.5,1.0,0.5,phon_count,knn,full,fixed
