2025-06-05 06:16:02,809 - INFO - Model saved to models/hetero_gnn_model.pth
Epoch 0, Loss: 3.106924533843994, Accuracy: 14.00%
Epoch 10, Loss: 11.381697654724121, Accuracy: 13.19%
Epoch 20, Loss: 17.232894897460938, Accuracy: 13.75%
Epoch 30, Loss: 17.021963119506836, Accuracy: 14.75%
Epoch 40, Loss: 18.752206802368164, Accuracy: 14.75%
Epoch 50, Loss: 19.593704223632812, Accuracy: 14.00%
Epoch 60, Loss: 17.324222564697266, Accuracy: 15.69%
Epoch 70, Loss: 15.637992858886719, Accuracy: 17.19%
Epoch 80, Loss: 13.763111114501953, Accuracy: 16.06%
Epoch 90, Loss: 11.612639427185059, Accuracy: 16.81%
Epoch 100, Loss: 11.592327117919922, Accuracy: 17.12%
Epoch 110, Loss: 11.07276439666748, Accuracy: 16.56%
Epoch 120, Loss: 9.672015190124512, Accuracy: 16.62%
Epoch 130, Loss: 9.869877815246582, Accuracy: 15.62%
Epoch 140, Loss: 9.566171646118164, Accuracy: 15.88%
2025-06-05 06:28:41,503 - INFO - Model saved to models/hetero_gnn_model.pth
Epoch 0, Loss: 3.239137649536133, Accuracy: 12.50%
Epoch 10, Loss: 16.651960372924805, Accuracy: 13.25%
Epoch 20, Loss: 23.20134162902832, Accuracy: 12.69%
Epoch 30, Loss: 28.487821578979492, Accuracy: 12.31%
Epoch 40, Loss: 26.911026000976562, Accuracy: 12.94%
Epoch 50, Loss: 22.020713806152344, Accuracy: 13.00%
Epoch 60, Loss: 21.86612892150879, Accuracy: 12.75%
Epoch 70, Loss: 20.79734992980957, Accuracy: 12.44%
Epoch 80, Loss: 17.7458553314209, Accuracy: 13.63%
Epoch 90, Loss: 16.04039192199707, Accuracy: 14.00%
Epoch 100, Loss: 15.49008560180664, Accuracy: 13.56%
Epoch 110, Loss: 16.62609100341797, Accuracy: 14.94%
Epoch 120, Loss: 15.759001731872559, Accuracy: 14.81%
Epoch 130, Loss: 15.84955883026123, Accuracy: 15.12%
Epoch 140, Loss: 15.121065139770508, Accuracy: 15.19%
2025-06-05 12:14:44,734 - INFO - Model saved to models/hetero_gnn_model.pth
Epoch 0, Loss: 3.4143762588500977, Accuracy: 11.19%
Epoch 10, Loss: 2.494241237640381, Accuracy: 17.88%
Epoch 20, Loss: 2.4162440299987793, Accuracy: 18.31%
Epoch 30, Loss: 2.3756208419799805, Accuracy: 18.88%
Epoch 40, Loss: 2.3391640186309814, Accuracy: 19.50%
Epoch 50, Loss: 2.307288646697998, Accuracy: 20.75%
Epoch 60, Loss: 2.2848849296569824, Accuracy: 22.31%
Epoch 70, Loss: 2.273430347442627, Accuracy: 23.38%
Epoch 80, Loss: 2.264986276626587, Accuracy: 23.12%
Epoch 90, Loss: 2.2562875747680664, Accuracy: 23.88%
