2025-05-26 14:13:18,650 - INFO - Model saved to models/hetero_gnn_model.pth
Epoch 0, Loss: 2.0865254402160645, Accuracy: 12.50%
Epoch 10, Loss: 1.6178414821624756, Accuracy: 87.50%
Epoch 20, Loss: 0.8812144994735718, Accuracy: 100.00%
Epoch 30, Loss: 0.23195259273052216, Accuracy: 100.00%
Epoch 40, Loss: 0.03258533030748367, Accuracy: 100.00%
Epoch 50, Loss: 0.007244111504405737, Accuracy: 100.00%
Epoch 60, Loss: 0.003047705627977848, Accuracy: 100.00%
Epoch 70, Loss: 0.0019343749154359102, Accuracy: 100.00%
Epoch 80, Loss: 0.0015023394953459501, Accuracy: 100.00%
Epoch 90, Loss: 0.001279507763683796, Accuracy: 100.00%
Epoch 100, Loss: 0.0011357085313647985, Accuracy: 100.00%
Epoch 110, Loss: 0.001027207588776946, Accuracy: 100.00%
Epoch 120, Loss: 0.000937606964726001, Accuracy: 100.00%
Epoch 130, Loss: 0.0008603429305367172, Accuracy: 100.00%
Epoch 140, Loss: 0.0007924600504338741, Accuracy: 100.00%
Epoch 150, Loss: 0.0007321739685721695, Accuracy: 100.00%
Epoch 160, Loss: 0.0006783276912756264, Accuracy: 100.00%
Epoch 170, Loss: 0.000630076858215034, Accuracy: 100.00%
Epoch 180, Loss: 0.0005866300780326128, Accuracy: 100.00%
Epoch 190, Loss: 0.0005474446224980056, Accuracy: 100.00%
2025-05-26 14:13:24,335 - INFO - Model saved to models/hetero_gnn_edge_regressor.pth
Epoch 0, Loss: 1.2721, BCE Loss: 1.2721
Epoch 10, Loss: 1.1784, BCE Loss: 1.1784
Epoch 20, Loss: 1.0974, BCE Loss: 1.0974
Epoch 30, Loss: 1.0319, BCE Loss: 1.0319
Epoch 40, Loss: 0.9821, BCE Loss: 0.9821
Epoch 50, Loss: 0.9453, BCE Loss: 0.9453
Epoch 60, Loss: 0.9176, BCE Loss: 0.9176
Epoch 70, Loss: 0.8955, BCE Loss: 0.8955
Epoch 80, Loss: 0.8768, BCE Loss: 0.8768
Epoch 90, Loss: 0.8602, BCE Loss: 0.8602
Epoch 100, Loss: 0.8452, BCE Loss: 0.8452
Epoch 110, Loss: 0.8314, BCE Loss: 0.8314
Epoch 120, Loss: 0.8186, BCE Loss: 0.8186
Epoch 130, Loss: 0.8068, BCE Loss: 0.8068
Epoch 140, Loss: 0.7958, BCE Loss: 0.7958
Epoch 150, Loss: 0.7855, BCE Loss: 0.7855
Epoch 160, Loss: 0.7759, BCE Loss: 0.7759
Epoch 170, Loss: 0.7669, BCE Loss: 0.7669
Epoch 180, Loss: 0.7583, BCE Loss: 0.7583
Epoch 190, Loss: 0.7503, BCE Loss: 0.7503
Epoch 200, Loss: 0.7427, BCE Loss: 0.7427
Epoch 210, Loss: 0.7355, BCE Loss: 0.7355
Epoch 220, Loss: 0.7286, BCE Loss: 0.7286
Epoch 230, Loss: 0.7220, BCE Loss: 0.7220
Epoch 240, Loss: 0.7157, BCE Loss: 0.7157
Epoch 250, Loss: 0.7097, BCE Loss: 0.7097
Epoch 260, Loss: 0.7040, BCE Loss: 0.7040
Epoch 270, Loss: 0.6984, BCE Loss: 0.6984
Epoch 280, Loss: 0.6931, BCE Loss: 0.6931
Epoch 290, Loss: 0.6880, BCE Loss: 0.6880
Epoch 300, Loss: 0.6830, BCE Loss: 0.6830
Epoch 310, Loss: 0.6783, BCE Loss: 0.6783
Epoch 320, Loss: 0.6736, BCE Loss: 0.6736
Epoch 330, Loss: 0.6692, BCE Loss: 0.6692
Epoch 340, Loss: 0.6648, BCE Loss: 0.6648
Epoch 350, Loss: 0.6606, BCE Loss: 0.6606
Epoch 360, Loss: 0.6565, BCE Loss: 0.6565
Epoch 370, Loss: 0.6525, BCE Loss: 0.6525
Epoch 380, Loss: 0.6486, BCE Loss: 0.6486
Epoch 390, Loss: 0.6449, BCE Loss: 0.6449
Epoch 400, Loss: 0.6412, BCE Loss: 0.6412
Epoch 410, Loss: 0.6376, BCE Loss: 0.6376
Epoch 420, Loss: 0.6340, BCE Loss: 0.6340
Epoch 430, Loss: 0.6306, BCE Loss: 0.6306
Epoch 440, Loss: 0.6273, BCE Loss: 0.6273
Epoch 450, Loss: 0.6240, BCE Loss: 0.6240
Epoch 460, Loss: 0.6208, BCE Loss: 0.6208
Epoch 470, Loss: 0.6176, BCE Loss: 0.6176
Epoch 480, Loss: 0.6145, BCE Loss: 0.6145
Epoch 490, Loss: 0.6115, BCE Loss: 0.6115
2025-05-26 15:13:28,553 - INFO - Model saved to models/hetero_gnn_model.pth
Epoch 0, Loss: 2.0903897285461426, Accuracy: 12.50%
Epoch 10, Loss: 1.7549842596054077, Accuracy: 87.50%
Epoch 20, Loss: 1.1485824584960938, Accuracy: 87.50%
Epoch 30, Loss: 0.4411298334598541, Accuracy: 100.00%
Epoch 40, Loss: 0.08240927755832672, Accuracy: 100.00%
Epoch 50, Loss: 0.014030571095645428, Accuracy: 100.00%
Epoch 60, Loss: 0.004452617838978767, Accuracy: 100.00%
Epoch 70, Loss: 0.0023828349076211452, Accuracy: 100.00%
Epoch 80, Loss: 0.0017030347371473908, Accuracy: 100.00%
Epoch 90, Loss: 0.0013951301807537675, Accuracy: 100.00%
Epoch 100, Loss: 0.0012161267222836614, Accuracy: 100.00%
Epoch 110, Loss: 0.001091098878532648, Accuracy: 100.00%
Epoch 120, Loss: 0.0009922903263941407, Accuracy: 100.00%
Epoch 130, Loss: 0.0009087502839975059, Accuracy: 100.00%
Epoch 140, Loss: 0.0008362042717635632, Accuracy: 100.00%
Epoch 150, Loss: 0.000772048078943044, Accuracy: 100.00%
Epoch 160, Loss: 0.0007148293079808354, Accuracy: 100.00%
Epoch 170, Loss: 0.0006635667523369193, Accuracy: 100.00%
Epoch 180, Loss: 0.0006174977170303464, Accuracy: 100.00%
Epoch 190, Loss: 0.0005759425112046301, Accuracy: 100.00%
2025-05-26 15:13:35,653 - INFO - Model saved to models/hetero_gnn_edge_regressor.pth
Epoch 0, Loss: 1.7336, BCE Loss: 1.7336
Epoch 10, Loss: 1.6457, BCE Loss: 1.6457
Epoch 20, Loss: 1.5649, BCE Loss: 1.5649
Epoch 30, Loss: 1.4911, BCE Loss: 1.4911
Epoch 40, Loss: 1.4234, BCE Loss: 1.4234
Epoch 50, Loss: 1.3609, BCE Loss: 1.3609
Epoch 60, Loss: 1.3025, BCE Loss: 1.3025
Epoch 70, Loss: 1.2476, BCE Loss: 1.2476
Epoch 80, Loss: 1.1960, BCE Loss: 1.1960
Epoch 90, Loss: 1.1475, BCE Loss: 1.1475
Epoch 100, Loss: 1.1024, BCE Loss: 1.1024
Epoch 110, Loss: 1.0607, BCE Loss: 1.0607
Epoch 120, Loss: 1.0222, BCE Loss: 1.0222
Epoch 130, Loss: 0.9869, BCE Loss: 0.9869
Epoch 140, Loss: 0.9542, BCE Loss: 0.9542
Epoch 150, Loss: 0.9239, BCE Loss: 0.9239
Epoch 160, Loss: 0.8956, BCE Loss: 0.8956
Epoch 170, Loss: 0.8691, BCE Loss: 0.8691
Epoch 180, Loss: 0.8444, BCE Loss: 0.8444
Epoch 190, Loss: 0.8214, BCE Loss: 0.8214
Epoch 200, Loss: 0.8002, BCE Loss: 0.8002
Epoch 210, Loss: 0.7808, BCE Loss: 0.7808
Epoch 220, Loss: 0.7633, BCE Loss: 0.7633
Epoch 230, Loss: 0.7477, BCE Loss: 0.7477
Epoch 240, Loss: 0.7338, BCE Loss: 0.7338
Epoch 250, Loss: 0.7216, BCE Loss: 0.7216
Epoch 260, Loss: 0.7108, BCE Loss: 0.7108
Epoch 270, Loss: 0.7011, BCE Loss: 0.7011
Epoch 280, Loss: 0.6924, BCE Loss: 0.6924
Epoch 290, Loss: 0.6844, BCE Loss: 0.6844
Epoch 300, Loss: 0.6770, BCE Loss: 0.6770
Epoch 310, Loss: 0.6702, BCE Loss: 0.6702
Epoch 320, Loss: 0.6638, BCE Loss: 0.6638
Epoch 330, Loss: 0.6578, BCE Loss: 0.6578
Epoch 340, Loss: 0.6520, BCE Loss: 0.6520
Epoch 350, Loss: 0.6466, BCE Loss: 0.6466
Epoch 360, Loss: 0.6413, BCE Loss: 0.6413
Epoch 370, Loss: 0.6363, BCE Loss: 0.6363
Epoch 380, Loss: 0.6314, BCE Loss: 0.6314
Epoch 390, Loss: 0.6267, BCE Loss: 0.6267
Epoch 400, Loss: 0.6222, BCE Loss: 0.6222
Epoch 410, Loss: 0.6178, BCE Loss: 0.6178
Epoch 420, Loss: 0.6135, BCE Loss: 0.6135
Epoch 430, Loss: 0.6094, BCE Loss: 0.6094
Epoch 440, Loss: 0.6053, BCE Loss: 0.6053
Epoch 450, Loss: 0.6014, BCE Loss: 0.6014
Epoch 460, Loss: 0.5976, BCE Loss: 0.5976
Epoch 470, Loss: 0.5940, BCE Loss: 0.5940
Epoch 480, Loss: 0.5904, BCE Loss: 0.5904
Epoch 490, Loss: 0.5869, BCE Loss: 0.5869
2025-05-26 15:15:21,287 - INFO - Model saved to models/hetero_gnn_model.pth
Epoch 0, Loss: 2.0872511863708496, Accuracy: 12.50%
Epoch 10, Loss: 1.7997432947158813, Accuracy: 87.50%
Epoch 20, Loss: 1.1959635019302368, Accuracy: 100.00%
Epoch 30, Loss: 0.44735056161880493, Accuracy: 100.00%
Epoch 40, Loss: 0.10278996080160141, Accuracy: 100.00%
Epoch 50, Loss: 0.016773449257016182, Accuracy: 100.00%
Epoch 60, Loss: 0.005683605093508959, Accuracy: 100.00%
Epoch 70, Loss: 0.002970454515889287, Accuracy: 100.00%
Epoch 80, Loss: 0.002059570048004389, Accuracy: 100.00%
Epoch 90, Loss: 0.0016499027842655778, Accuracy: 100.00%
Epoch 100, Loss: 0.001409922493621707, Accuracy: 100.00%
Epoch 110, Loss: 0.0012456165859475732, Accuracy: 100.00%
Epoch 120, Loss: 0.0011202091118320823, Accuracy: 100.00%
Epoch 130, Loss: 0.0010170390596613288, Accuracy: 100.00%
Epoch 140, Loss: 0.0009293638868257403, Accuracy: 100.00%
Epoch 150, Loss: 0.0008535281522199512, Accuracy: 100.00%
Epoch 160, Loss: 0.0007867281092330813, Accuracy: 100.00%
Epoch 170, Loss: 0.0007275469833984971, Accuracy: 100.00%
Epoch 180, Loss: 0.0006749270251020789, Accuracy: 100.00%
Epoch 190, Loss: 0.0006280381348915398, Accuracy: 100.00%
2025-05-26 15:15:28,377 - INFO - Model saved to models/hetero_gnn_edge_regressor.pth
Epoch 0, Loss: 1.3804, BCE Loss: 1.3804
Epoch 10, Loss: 1.3122, BCE Loss: 1.3122
Epoch 20, Loss: 1.2513, BCE Loss: 1.2513
Epoch 30, Loss: 1.1968, BCE Loss: 1.1968
Epoch 40, Loss: 1.1473, BCE Loss: 1.1473
Epoch 50, Loss: 1.1017, BCE Loss: 1.1017
Epoch 60, Loss: 1.0595, BCE Loss: 1.0595
Epoch 70, Loss: 1.0205, BCE Loss: 1.0205
Epoch 80, Loss: 0.9848, BCE Loss: 0.9848
Epoch 90, Loss: 0.9521, BCE Loss: 0.9521
Epoch 100, Loss: 0.9223, BCE Loss: 0.9223
Epoch 110, Loss: 0.8949, BCE Loss: 0.8949
Epoch 120, Loss: 0.8695, BCE Loss: 0.8695
Epoch 130, Loss: 0.8460, BCE Loss: 0.8460
Epoch 140, Loss: 0.8242, BCE Loss: 0.8242
Epoch 150, Loss: 0.8039, BCE Loss: 0.8039
Epoch 160, Loss: 0.7852, BCE Loss: 0.7852
Epoch 170, Loss: 0.7680, BCE Loss: 0.7680
Epoch 180, Loss: 0.7525, BCE Loss: 0.7525
Epoch 190, Loss: 0.7384, BCE Loss: 0.7384
Epoch 200, Loss: 0.7258, BCE Loss: 0.7258
Epoch 210, Loss: 0.7146, BCE Loss: 0.7146
Epoch 220, Loss: 0.7046, BCE Loss: 0.7046
Epoch 230, Loss: 0.6956, BCE Loss: 0.6956
Epoch 240, Loss: 0.6876, BCE Loss: 0.6876
Epoch 250, Loss: 0.6805, BCE Loss: 0.6805
Epoch 260, Loss: 0.6741, BCE Loss: 0.6741
Epoch 270, Loss: 0.6682, BCE Loss: 0.6682
Epoch 280, Loss: 0.6629, BCE Loss: 0.6629
Epoch 290, Loss: 0.6581, BCE Loss: 0.6581
Epoch 300, Loss: 0.6536, BCE Loss: 0.6536
Epoch 310, Loss: 0.6495, BCE Loss: 0.6495
Epoch 320, Loss: 0.6456, BCE Loss: 0.6456
Epoch 330, Loss: 0.6420, BCE Loss: 0.6420
Epoch 340, Loss: 0.6386, BCE Loss: 0.6386
Epoch 350, Loss: 0.6354, BCE Loss: 0.6354
Epoch 360, Loss: 0.6324, BCE Loss: 0.6324
Epoch 370, Loss: 0.6295, BCE Loss: 0.6295
Epoch 380, Loss: 0.6268, BCE Loss: 0.6268
Epoch 390, Loss: 0.6241, BCE Loss: 0.6241
Epoch 400, Loss: 0.6216, BCE Loss: 0.6216
Epoch 410, Loss: 0.6192, BCE Loss: 0.6192
Epoch 420, Loss: 0.6169, BCE Loss: 0.6169
Epoch 430, Loss: 0.6147, BCE Loss: 0.6147
Epoch 440, Loss: 0.6125, BCE Loss: 0.6125
Epoch 450, Loss: 0.6104, BCE Loss: 0.6104
Epoch 460, Loss: 0.6084, BCE Loss: 0.6084
Epoch 470, Loss: 0.6065, BCE Loss: 0.6065
Epoch 480, Loss: 0.6046, BCE Loss: 0.6046
Epoch 490, Loss: 0.6028, BCE Loss: 0.6028
2025-05-26 15:27:58,917 - INFO - Model saved to models/hetero_gnn_model.pth
Epoch 0, Loss: 2.0805814266204834, Accuracy: 25.00%
Epoch 10, Loss: 1.6948025226593018, Accuracy: 75.00%
Epoch 20, Loss: 1.067427635192871, Accuracy: 85.00%
Epoch 30, Loss: 0.47290611267089844, Accuracy: 87.50%
Epoch 40, Loss: 0.14794476330280304, Accuracy: 100.00%
Epoch 50, Loss: 0.023745832964777946, Accuracy: 100.00%
Epoch 60, Loss: 0.006029617972671986, Accuracy: 100.00%
Epoch 70, Loss: 0.0028806349728256464, Accuracy: 100.00%
Epoch 80, Loss: 0.001838103635236621, Accuracy: 100.00%
Epoch 90, Loss: 0.0014269441599026322, Accuracy: 100.00%
Epoch 100, Loss: 0.0012013642117381096, Accuracy: 100.00%
Epoch 110, Loss: 0.001050687162205577, Accuracy: 100.00%
Epoch 120, Loss: 0.0009389837505295873, Accuracy: 100.00%
Epoch 130, Loss: 0.0008486938895657659, Accuracy: 100.00%
Epoch 140, Loss: 0.0007725941832177341, Accuracy: 100.00%
Epoch 150, Loss: 0.0007070108549669385, Accuracy: 100.00%
Epoch 160, Loss: 0.0006496961577795446, Accuracy: 100.00%
Epoch 170, Loss: 0.0005992684164084494, Accuracy: 100.00%
Epoch 180, Loss: 0.0005545118474401534, Accuracy: 100.00%
Epoch 190, Loss: 0.0005146246985532343, Accuracy: 100.00%
2025-05-26 15:28:06,299 - INFO - Model saved to models/hetero_gnn_edge_regressor.pth
Epoch 0, Loss: 1.8590, BCE Loss: 1.8590
Epoch 10, Loss: 1.7609, BCE Loss: 1.7609
Epoch 20, Loss: 1.6701, BCE Loss: 1.6701
Epoch 30, Loss: 1.5878, BCE Loss: 1.5878
Epoch 40, Loss: 1.5144, BCE Loss: 1.5144
Epoch 50, Loss: 1.4491, BCE Loss: 1.4491
Epoch 60, Loss: 1.3901, BCE Loss: 1.3901
Epoch 70, Loss: 1.3356, BCE Loss: 1.3356
Epoch 80, Loss: 1.2844, BCE Loss: 1.2844
Epoch 90, Loss: 1.2361, BCE Loss: 1.2361
Epoch 100, Loss: 1.1904, BCE Loss: 1.1904
Epoch 110, Loss: 1.1473, BCE Loss: 1.1473
Epoch 120, Loss: 1.1070, BCE Loss: 1.1070
Epoch 130, Loss: 1.0695, BCE Loss: 1.0695
Epoch 140, Loss: 1.0350, BCE Loss: 1.0350
Epoch 150, Loss: 1.0035, BCE Loss: 1.0035
Epoch 160, Loss: 0.9752, BCE Loss: 0.9752
Epoch 170, Loss: 0.9498, BCE Loss: 0.9498
Epoch 180, Loss: 0.9272, BCE Loss: 0.9272
Epoch 190, Loss: 0.9069, BCE Loss: 0.9069
Epoch 200, Loss: 0.8887, BCE Loss: 0.8887
Epoch 210, Loss: 0.8721, BCE Loss: 0.8721
Epoch 220, Loss: 0.8568, BCE Loss: 0.8568
Epoch 230, Loss: 0.8426, BCE Loss: 0.8426
Epoch 240, Loss: 0.8292, BCE Loss: 0.8292
Epoch 250, Loss: 0.8166, BCE Loss: 0.8166
Epoch 260, Loss: 0.8046, BCE Loss: 0.8046
Epoch 270, Loss: 0.7931, BCE Loss: 0.7931
Epoch 280, Loss: 0.7822, BCE Loss: 0.7822
Epoch 290, Loss: 0.7717, BCE Loss: 0.7717
Epoch 300, Loss: 0.7616, BCE Loss: 0.7616
